fecha,ticker,cantidad,tipo,precio_actual,precio_compra,valor_actual,ganancia_perdida
2025-06-10,MPLX,0.29234,Compra,50.8,15.058433399999998,14.850871999999999,-0.20756139999999945
2025-06-13,SHV,0.13606,Compra,110.3,15.023745199999999,15.007417999999998,-0.016327200000000985
2025-06-13,JNJ,0.11436,Compra,163.7,17.46849,18.720731999999998,1.252241999999999
2025-06-10,MSFT,0.03193,Compra,510.05,15.8823013,16.2858965,0.4035951999999998
2025-06-10,NVDA,0.10527,Compra,172.41,16.631607300000002,18.1496007,1.5179933999999982
TOTALES,,,,,80.0645772,83.0145192,2.949941999999993
